#,Name (Original),Name,Team,PF,Conference,Division,Abbreviation,Name (Team),Year,Position,Team G Played,Qualified,G,GS,W,L,SV,CG,IP,AB,H,H/9,R,ER,BB,BB/9,K,K/9,K/BB,ERA,WHIP,FIP,E-F,ERA+,ERA-,WP,HBP,BK,SF,SH,1B,2B,3B,HR,TB,AVG,OBP,SLG,OPS
99,"Gage
                                                                        Vota",Gage Vota,Full Count Rhythm,1.031,Eastern,Central,FCR,Gage Vota (FCR),Fr,RHP,55,No,1,0,0,0,0,0,2,6,0,0,2,2,5,22.5,1,4.5,0.2,9,2.5,10.95,-1.95,66,152,0,0,0,1,0,0,0,0,0,0,0,0.417,0,0.417
99,"Zach
                                                                        Voelker",Zach Voelker,Clinton LumberKings,0.987,Western,Northwest,CLN,Zach Voelker (CLN),Jr,RHP,54,No,1,0,0,0,0,0,2,9,3,13.5,1,1,0,0,3,13.5,0,4.5,1.5,7.95,-3.45,126,79,0,0,0,0,0,2,0,0,1,6,0.333,0.333,0.667,1
99,"Max
                                                                        McEwen",Max McEwen,REX Baseball,1.071,Eastern,Central,TER,Max McEwen (TER),So,RHP,55,No,1,0,0,0,0,0,2,8,3,13.5,1,1,2,9,2,9,1,4.5,2.5,5.45,-0.95,137,73,1,0,0,0,0,3,0,0,0,3,0.375,0.5,0.375,0.875
36,"Stan
                                                                        King",Stan King,Jackson Rockabillys,0.871,Western,South,JAX,Stan King (JAX),Jr,IF,55,No,3,0,0,0,0,0,2,9,3,13.5,2,1,4,18,1,4.5,0.25,4.5,3.5,9.45,-4.95,111,88,3,0,0,1,0,2,1,0,0,4,0.333,0.5,0.444,0.944
24,"Zach
                                                                        Taylor",Zach Taylor,O'Fallon Hoots,1.04,Western,South,OFL,Zach Taylor (OFL),,RHP,56,No,1,0,0,0,0,0,2,6,0,0,0,0,0,0,1,4.5,0,0,0,3.45,-3.45,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,"Sam
                                                                        Howell",Sam Howell,O'Fallon Hoots,1.04,Western,South,OFL,Sam Howell (OFL),Sr,RHP,56,No,2,0,0,0,0,0,2,8,2,9,3,1,2,9,2,9,1,4.5,2,5.45,-0.95,133,75,1,0,0,1,0,1,1,0,0,3,0.25,0.364,0.375,0.739
99,"Collin
                                                                        Netto",Collin Netto,Springfield Lucky Horseshoes,0.926,Western,Northwest,SPR,Collin Netto (SPR),So,RHP,55,No,1,1,0,1,0,0,2,11,4,18,5,1,3,13.5,1,4.5,0.33,4.5,3.5,14.45,-9.95,118,84,1,0,0,0,0,3,0,0,1,7,0.364,0.5,0.636,1.136
26,"Owen
                                                                        Dunn",Owen Dunn,Thrillville Thrillbillies,0.966,Western,South,THR,Owen Dunn (THR),So,RHP,54,No,1,1,0,0,0,0,2,6,1,4.5,0,0,1,4.5,2,9,2,0,1,3.95,-3.95,1500,0,0,0,0,0,0,1,0,0,0,1,0.167,0.286,0.167,0.452
40,"Tanner
                                                                        Gerdes",Tanner Gerdes,Thrillville Thrillbillies,0.966,Western,South,THR,Tanner Gerdes (THR),Jr,RHP,54,No,2,0,0,0,1,0,2,7,1,4.5,0,0,3,13.5,2,9,0.67,0,2,6.95,-6.95,1500,0,1,0,0,0,0,1,0,0,0,1,0.143,0.4,0.143,0.543
34,"Mac
                                                                        Raymer",Mac Raymer,Normal CornBelters,0.884,Eastern,Central,NOR,Mac Raymer (NOR),Fr,LHP,54,No,3,0,0,1,0,0,1.67,9,5,26.95,4,4,0,0,1,5.4,0,21.6,3,3.25,18.35,24,419,0,0,0,0,0,2,3,0,0,8,0.556,0.556,0.889,1.444
32,"Cameron
                                                                        Jennings",Cameron Jennings,REX Baseball,1.071,Eastern,Central,TER,Cameron Jennings (TER),Fr,RHP,55,No,1,0,0,0,0,0,1.67,8,3,16.17,1,1,0,0,0,0,0,5.4,1.8,4.45,0.95,114,87,0,0,0,1,0,1,2,0,0,5,0.375,0.333,0.625,0.958
34,"Ben
                                                                        Kearns",Ben Kearns,REX Baseball,1.071,Eastern,Central,TER,Ben Kearns (TER),Fr,OF,55,No,2,0,0,1,0,0,1.67,4,2,10.78,3,3,3,16.17,2,10.8,0.67,16.2,3,7.44,8.76,38,262,1,0,0,1,0,0,2,0,0,4,0.5,0.625,1,1.625
33,"Pambos
                                                                        Nicoloudes",Pambos Nicoloudes,Illinois Valley Pistol Shrimp,1.089,Western,Northwest,IVY,Pambos Nicoloudes (IVY),Fr,IF,56,No,1,0,0,0,0,0,1.67,5,0,0,0,0,3,16.17,1,5.4,0.33,0,1.8,8.64,-8.64,1500,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0.375
33,"Jackson
                                                                        Stewart",Jackson Stewart,Thrillville Thrillbillies,0.966,Western,South,THR,Jackson Stewart (THR),So,LHP,54,No,3,0,0,0,0,0,1.67,7,3,16.17,4,4,3,16.17,0,0,0,21.6,3.6,13.43,8.17,26,388,1,2,0,0,0,2,1,0,0,4,0.429,0.667,0.571,1.238
99,"Ben
                                                                        Goodaker",Ben Goodaker,Thrillville Thrillbillies,0.966,Western,South,THR,Ben Goodaker (THR),Fr,RHP,54,No,1,0,0,0,0,0,1.67,8,4,21.56,4,4,2,10.78,2,10.8,1,21.6,3.6,7.44,14.16,26,388,0,1,0,0,0,2,2,0,0,6,0.5,0.636,0.75,1.386
38,"Drew
                                                                        Conn",Drew Conn,Normal CornBelters,0.884,Eastern,Central,NOR,Drew Conn (NOR),Sr,RHP,54,No,1,0,0,0,0,0,1.33,7,3,20.3,2,2,1,6.77,0,0,0,13.5,3,6.71,6.79,38,262,0,0,0,0,0,3,0,0,0,3,0.429,0.5,0.429,0.929
9,"Cole
                                                                        Warehime",Cole Warehime,Illinois Valley Pistol Shrimp,1.089,Western,Northwest,IVY,Cole Warehime (IVY),So,OF,56,No,2,0,1,0,0,0,1.33,7,4,27.07,4,4,1,6.77,1,6.75,1,27,3.75,5.2,21.8,23,428,1,0,0,0,0,2,1,1,0,7,0.571,0.625,1,1.625
4,"Julian
                                                                        Jimenez",Julian Jimenez,Jackson Rockabillys,0.871,Western,South,JAX,Julian Jimenez (JAX),Jr,OF,55,No,2,0,0,0,0,0,1.33,4,0,0,0,0,2,13.53,1,6.75,0.5,0,1.5,7.46,-7.46,1500,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0.333
99,"Kade
                                                                        Wood",Kade Wood,O'Fallon Hoots,1.04,Western,South,OFL,Kade Wood (OFL),Sr,IF,56,No,2,0,0,0,0,0,1.33,5,1,6.77,1,1,1,6.77,2,13.5,2,6.75,1.5,3.7,3.05,89,113,0,0,0,0,0,0,1,0,0,2,0.2,0.333,0.4,0.733
99,"Gavin
                                                                        Erhardt",Gavin Erhardt,Springfield Lucky Horseshoes,0.926,Western,Northwest,SPR,Gavin Erhardt (SPR),Fr,OF,55,No,2,0,0,1,0,0,1.33,8,4,27.07,1,1,0,0,1,6.75,0,6.75,3,2.95,3.8,79,126,0,0,0,0,0,3,1,0,0,5,0.5,0.5,0.625,1.125
4,"Evan
                                                                        Houseman",Evan Houseman,Champion City Kings,0.956,Eastern,Northeast,CCY,Evan Houseman (CCY),Jr,OF,56,No,1,0,0,0,0,0,1,7,4,36,5,5,0,0,0,0,0,45,4,13.45,31.55,12,817,0,3,0,0,0,4,0,0,0,4,0.571,0.7,0.571,1.271
91,"Alex
                                                                        Bemis",Alex Bemis,Chillicothe Paints,1.386,Eastern,Northeast,CHI,Alex Bemis (CHI),Fr,IF,56,No,1,0,0,0,0,0,1,5,2,18,2,2,0,0,1,9,0,18,2,15.45,2.55,44,192,0,0,0,0,0,1,0,0,1,5,0.4,0.4,1,1.4
38,"Cameron
                                                                        Bowen",Cameron Bowen,Chillicothe Paints,1.386,Eastern,Northeast,CHI,Cameron Bowen (CHI),Graduate Student,IF,56,No,2,0,0,0,0,0,1,3,0,0,4,3,6,54,1,9,0.17,27,6,20.45,6.55,30,288,0,0,1,0,0,0,0,0,0,0,0,0.667,0,0.667
23,"Waskar
                                                                        Martinez",Waskar Martinez,Chillicothe Paints,1.386,Eastern,Northeast,CHI,Waskar Martinez (CHI),Jr,OF,56,No,1,0,0,0,0,0,1,3,0,0,0,0,2,18,0,0,0,0,2,10.45,-10.45,1500,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.4
92,"Tim
                                                                        Orr",Tim Orr,Chillicothe Paints,1.386,Eastern,Northeast,CHI,Tim Orr (CHI),Sr,OF,56,No,1,0,0,0,1,0,1,4,1,9,1,1,0,0,2,18,0,9,1,13.45,-4.45,89,96,0,0,0,0,0,0,0,0,1,4,0.25,0.25,1,1.25
20,"Andrew
                                                                        Hendrickson",Andrew Hendrickson,Danville Dans,0.869,Eastern,Central,DAN,Andrew Hendrickson (DAN),Fr,IF,56,No,1,0,0,0,0,0,1,7,4,36,5,2,1,9,1,9,1,18,5,11.45,6.55,28,354,0,2,0,0,0,4,0,0,0,4,0.571,0.7,0.571,1.271
99,"Will
                                                                        Dugan",Will Dugan,Full Count Rhythm,1.031,Eastern,Central,FCR,Will Dugan (FCR),Fr,RHP,55,No,2,0,0,0,0,0,1,3,0,0,1,1,6,54,0,0,0,9,6,22.45,-13.45,66,152,1,0,0,0,0,0,0,0,0,0,0,0.667,0,0.667
99,"Rob
                                                                        Hughes",Rob Hughes,Johnstown Mill Rats,0.872,Eastern,Northeast,JNT,Rob Hughes (JNT),Jr,RHP,56,No,1,0,0,0,0,0,1,3,0,0,0,0,0,0,1,9,0,0,0,2.45,-2.45,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,"Giancarlo
                                                                        Lamberti",Giancarlo Lamberti,Johnstown Mill Rats,0.872,Eastern,Northeast,JNT,Giancarlo Lamberti (JNT),Fr,RHP,56,No,2,0,0,0,0,0,1,4,1,9,3,3,6,54,1,9,0.17,27,7,23.45,3.55,19,529,3,1,1,0,0,0,1,0,0,2,0.25,0.727,0.5,1.227
4,"Cael
                                                                        Magill",Cael Magill,Johnstown Mill Rats,0.872,Eastern,Northeast,JNT,Cael Magill (JNT),Jr,OF,56,No,1,0,0,0,0,0,1,7,4,36,3,3,0,0,0,0,0,27,4,4.45,22.55,19,529,0,0,0,0,0,1,3,0,0,7,0.571,0.571,1,1.571
33,"Peyton
                                                                        Starr",Peyton Starr,Johnstown Mill Rats,0.872,Eastern,Northeast,JNT,Peyton Starr (JNT),Jr,IF,56,No,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,4.45,-4.45,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,"Nate
                                                                        Bingman",Nate Bingman,Lafayette Aviators,1.069,Eastern,Northeast,LAF,Nate Bingman (LAF),So,IF,56,No,1,0,0,0,0,0,1,7,4,36,2,2,0,0,0,0,0,18,4,4.45,13.55,34,291,0,0,0,0,0,3,1,0,0,5,0.571,0.571,0.714,1.286
19,"Brandon
                                                                        Mahler",Brandon Mahler,Illinois Valley Pistol Shrimp,1.089,Western,Northwest,IVY,Brandon Mahler (IVY),So,C,56,No,1,0,0,0,0,0,1,5,2,18,1,1,1,9,1,9,1,9,3,5.45,3.55,70,143,0,0,0,0,0,1,1,0,0,3,0.4,0.5,0.6,1.1
15,"Carder
                                                                        Reich",Carder Reich,REX Baseball,1.071,Eastern,Central,TER,Carder Reich (TER),Fr,IF,55,No,1,0,0,0,0,0,1,6,3,27,1,1,2,18,1,9,0.5,9,5,8.45,0.55,68,145,0,0,0,0,0,2,1,0,0,4,0.5,0.625,0.667,1.292
19,"Baden
                                                                        Hackworth",Baden Hackworth,O'Fallon Hoots,1.04,Western,South,OFL,Baden Hackworth (OFL),Fr,OF,56,No,1,0,0,0,0,0,1,4,1,9,0,0,0,0,1,9,0,0,1,2.45,-2.45,1500,0,1,0,0,0,0,1,0,0,0,1,0.25,0.25,0.25,0.5
97,"Rich
                                                                        Snider",Rich Snider,Springfield Lucky Horseshoes,0.926,Western,Northwest,SPR,Rich Snider (SPR),Jr,RHP,55,No,1,0,0,0,0,0,1,4,2,18,1,1,1,9,0,0,0,9,3,10.45,-1.45,59,168,2,1,0,0,0,1,1,0,0,3,0.5,0.667,0.75,1.417
17,"Houston
                                                                        Clark",Houston Clark,Thrillville Thrillbillies,0.966,Western,South,THR,Houston Clark (THR),Fr,C,54,No,1,0,0,0,0,0,1,5,3,27,3,3,0,0,0,0,0,27,3,7.45,19.55,21,485,0,1,0,1,0,2,1,0,0,4,0.6,0.571,0.8,1.371
64,"Noah
                                                                        Borwege",Noah Borwege,Burlington Bees,1.081,Western,Northwest,BRL,Noah Borwege (BRL),Jr,LHP,56,No,1,1,0,1,0,0,0.67,3,1,13.43,2,2,1,13.43,1,13.5,1,27,3,5.94,21.06,23,431,1,0,0,0,0,1,0,0,0,1,0.333,0.5,0.333,0.833
99,"Jackson
                                                                        Reid",Jackson Reid,Burlington Bees,1.081,Western,Northwest,BRL,Jackson Reid (BRL),Fr,OF,56,No,1,0,0,0,0,0,0.67,5,3,40.3,0,0,0,0,0,0,0,0,4.5,4.45,-4.45,1500,0,0,0,0,0,0,3,0,0,0,3,0.6,0.6,0.6,1.2
5,"Austin
                                                                        Wiegand",Austin Wiegand,Normal CornBelters,0.884,Eastern,Central,NOR,Austin Wiegand (NOR),Fr,OF,54,No,1,0,0,0,0,0,0.67,2,0,0,0,0,0,0,1,13.5,0,0,0,1.47,-1.47,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,"Colton
                                                                        Coates",Colton Coates,Danville Dans,0.869,Eastern,Central,DAN,Colton Coates (DAN),Fr,IF,56,No,1,0,0,0,0,0,0.33,6,5,136.36,4,4,2,54.55,0,0,0,108,21,22.63,85.37,5,2123,0,0,0,0,0,3,1,1,0,8,0.833,0.875,1.333,2.208
99,"Brock
                                                                        Harland",Brock Harland,Clinton LumberKings,0.987,Western,Northwest,CLN,Brock Harland (CLN),HS Grad,,54,No,1,0,0,0,0,0,0.33,7,5,136.36,5,2,1,27.27,0,0,0,54,18,13.54,40.46,11,951,1,0,0,0,0,5,0,0,0,5,0.714,0.75,0.714,1.464
42,"Riley
                                                                        Howard",Riley Howard,Jackson Rockabillys,0.871,Western,South,JAX,Riley Howard (JAX),Jr,LHP,55,No,1,0,0,0,0,0,0.33,1,0,0,0,0,0,0,0,0,0,0,0,4.45,-4.45,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"John
                                                                        Stallcup",John Stallcup,O'Fallon Hoots,1.04,Western,South,OFL,John Stallcup (OFL),Sr,C,56,No,1,0,0,0,0,0,0.33,1,0,0,0,0,1,27.27,0,0,0,0,3,13.54,-13.54,1500,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5
89,"Reid
                                                                        Shultz",Reid Shultz,Chillicothe Paints,1.386,Eastern,Northeast,CHI,Reid Shultz (CHI),Jr,RHP,56,No,1,0,0,0,0,0,0,0,0,0,2,2,2,1000,0,0,0,1000,0,1000,0,1,10680,0,2,0,0,0,0,0,0,0,0,0,1,0,1
25,"Callum
                                                                        Montgomery",Callum Montgomery,Johnstown Mill Rats,0.872,Eastern,Northeast,JNT,Callum Montgomery (JNT),Jr,P,56,No,1,0,0,1,0,0,0,4,4,1000,3,3,0,0,0,0,0,1000,0,0,0,1,19606,0,0,1,0,0,4,0,0,0,4,1,1,1,2
32,"Charlie
                                                                        Graham",Charlie Graham,Normal CornBelters,0.884,Eastern,Central,NOR,Charlie Graham (NOR),Fr,C,54,No,1,0,0,0,0,0,0,1,1,1000,1,1,1,1000,0,0,0,1000,0,1000,0,1,19402,2,0,0,0,0,0,1,0,0,2,1,1,2,3
13,"Braden
                                                                        Vanderkeydt",Braden Vanderkeydt,Normal CornBelters,0.884,Eastern,Central,NOR,Braden Vanderkeydt (NOR),Fr,RHP,54,No,1,0,0,0,0,0,0,3,3,1000,4,4,0,0,0,0,0,1000,0,0,0,1,19402,0,1,0,0,0,2,1,0,0,4,1,1,1.333,2.333
99,"Lucas
                                                                        Winburn",Lucas Winburn,Normal CornBelters,0.884,Eastern,Central,NOR,Lucas Winburn (NOR),Fr,RHP,54,No,1,0,0,1,0,0,0,0,0,0,1,0,1,1000,0,0,0,0,0,1000,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
-,-,League Totals/Averages,-,1,-,-,-,-,-,-,28640,-,3571,993,495,498,181,12,8176.22,31878,8414,9.26,6336,5225,5011,5.52,7745,8.53,1.55,5.75,1.64,5.75,0,100,100,1203,1405,110,408,127,6061,1600,225,528,12048,0.264,0.383,0.378,0.761
